"","V1","V2"
"5251","ENSG00000122550.13","KLHL7"
"5252","ENSG00000122557.5","HERPUD2"
"5253","ENSG00000122565.14","CBX3"
"5254","ENSG00000122566.16","HNRNPA2B1"
"5255","ENSG00000122574.6","WIPF3"
"5256","ENSG00000122584.8","NXPH1"
"5257","ENSG00000122585.3","NPY"
"5258","ENSG00000122591.7","FAM126A"
"5259","ENSG00000122592.6","HOXA7"
"5260","ENSG00000122641.9","INHBA"
"5261","ENSG00000122642.6","FKBP9"
"5262","ENSG00000122643.14","NT5C3A"
"5263","ENSG00000122644.8","ARL4A"
"5264","ENSG00000122674.8","CCZ1"
"5265","ENSG00000122678.10","POLM"
"5266","ENSG00000122679.4","RAMP3"
"5267","ENSG00000122687.13","FTSJ2"
"5268","ENSG00000122691.8","TWIST1"
"5269","ENSG00000122692.7","SMU1"
"5270","ENSG00000122694.11","GLIPR2"
"5271","ENSG00000122696.8","SLC25A51"
"5272","ENSG00000122705.12","CLTA"
"5273","ENSG00000122707.7","RECK"
"5274","ENSG00000122711.4","SPINK4"
"5275","ENSG00000122718.4","OR2S2"
"5276","ENSG00000122729.14","ACO1"
"5277","ENSG00000122733.11","KIAA1045"
"5278","ENSG00000122735.11","DNAI1"
"5279","ENSG00000122741.11","DCAF10"
"5280","ENSG00000122756.10","CNTFR"
"5281","ENSG00000122778.5","KIAA1549"
"5282","ENSG00000122779.12","TRIM24"
"5283","ENSG00000122783.12","C7orf49"
"5284","ENSG00000122786.15","CALD1"
"5285","ENSG00000122787.10","AKR1D1"
"5286","ENSG00000122824.6","NUDT10"
"5287","ENSG00000122852.10","SFTPA1"
"5288","ENSG00000122859.4","NEUROG3"
"5289","ENSG00000122861.11","PLAU"
"5290","ENSG00000122862.4","SRGN"
"5291","ENSG00000122863.5","CHST3"
"5292","ENSG00000122870.7","BICC1"
"5293","ENSG00000122873.7","CISD1"
"5294","ENSG00000122877.9","EGR2"
"5295","ENSG00000122882.6","ECD"
"5296","ENSG00000122884.8","P4HA1"
"5297","ENSG00000122912.10","SLC25A16"
"5298","ENSG00000122952.12","ZWINT"
"5299","ENSG00000122958.10","VPS26A"
"5300","ENSG00000122965.6","RBM19"
"5301","ENSG00000122966.9","CIT"
"5302","ENSG00000122970.11","IFT81"
"5303","ENSG00000122971.4","ACADS"
"5304","ENSG00000122986.9","HVCN1"
"5305","ENSG00000123064.8","DDX54"
"5306","ENSG00000123066.3","MED13L"
"5307","ENSG00000123080.6","CDKN2C"
"5308","ENSG00000123091.4","RNF11"
"5309","ENSG00000123094.11","RASSF8"
"5310","ENSG00000123095.5","BHLHE41"
"5311","ENSG00000123096.7","SSPN"
"5312","ENSG00000123104.7","ITPR2"
"5313","ENSG00000123106.6","CCDC91"
"5314","ENSG00000123119.7","NECAB1"
"5315","ENSG00000123124.9","WWP1"
"5316","ENSG00000123130.12","ACOT9"
"5317","ENSG00000123131.8","PRDX4"
"5318","ENSG00000123136.10","DDX39A"
"5319","ENSG00000123143.8","PKN1"
"5320","ENSG00000123144.6","C19orf43"
"5321","ENSG00000123146.15","CD97"
"5322","ENSG00000123154.7","WDR83"
"5323","ENSG00000123159.11","GIPC1"
"5324","ENSG00000123165.7","ACTRT1"
"5325","ENSG00000123171.5","CCDC70"
"5326","ENSG00000123178.10","SPRYD7"
"5327","ENSG00000123179.9","EBPL"
"5328","ENSG00000123191.9","ATP7B"
"5329","ENSG00000123200.12","ZC3H13"
"5330","ENSG00000123213.18","NLN"
"5331","ENSG00000123219.8","CENPK"
"5332","ENSG00000123240.12","OPTN"
"5333","ENSG00000123243.10","ITIH5"
"5334","ENSG00000123268.4","ATF1"
"5335","ENSG00000123297.12","TSFM"
"5336","ENSG00000123307.3","NEUROD4"
"5337","ENSG00000123329.13","ARHGAP9"
"5338","ENSG00000123338.8","NCKAP1L"
"5339","ENSG00000123342.11","MMP19"
"5340","ENSG00000123349.9","PFDN5"
"5341","ENSG00000123352.13","SPATS2"
"5342","ENSG00000123353.5","ORMDL2"
"5343","ENSG00000123358.15","NR4A1"
"5344","ENSG00000123360.7","PDE1B"
"5345","ENSG00000123364.3","HOXC13"
"5346","ENSG00000123374.6","CDK2"
"5347","ENSG00000123384.9","LRP1"
"5348","ENSG00000123388.4","HOXC11"
"5349","ENSG00000123395.10","C12orf44"
"5350","ENSG00000123405.9","NFE2"
"5351","ENSG00000123407.3","HOXC12"
"5352","ENSG00000123411.10","IKZF4"
"5353","ENSG00000123415.10","SMUG1"
"5354","ENSG00000123416.11","TUBA1B"
"5355","ENSG00000123427.11","METTL21B"
"5356","ENSG00000123444.9","KBTBD4"
"5357","ENSG00000123453.12","SARDH"
"5358","ENSG00000123454.6","DBH"
"5359","ENSG00000123472.8","ATPAF1"
"5360","ENSG00000123473.11","STIL"
"5361","ENSG00000123485.7","HJURP"
"5362","ENSG00000123496.3","IL13RA2"
"5363","ENSG00000123500.5","COL10A1"
"5364","ENSG00000123505.10","AMD1"
"5365","ENSG00000123545.5","NDUFAF4"
"5366","ENSG00000123552.13","USP45"
"5367","ENSG00000123560.9","PLP1"
"5368","ENSG00000123561.10","SERPINA7"
"5369","ENSG00000123562.12","MORF4L2"
"5370","ENSG00000123569.7","H2BFWT"
"5371","ENSG00000123570.3","RAB9B"
"5372","ENSG00000123572.12","NRK"
"5373","ENSG00000123575.8","FAM199X"
"5374","ENSG00000123576.5","ESX1"
"5375","ENSG00000123584.7","MAGEA9B"
"5376","ENSG00000123594.3","ATXN3L"
"5377","ENSG00000123595.5","RAB9A"
"5378","ENSG00000123600.14","METTL8"
"5379","ENSG00000123607.10","TTC21B"
"5380","ENSG00000123609.6","NMI"
"5381","ENSG00000123610.3","TNFAIP6"
"5382","ENSG00000123612.11","ACVR1C"
"5383","ENSG00000123636.13","BAZ2B"
"5384","ENSG00000123643.8","SLC36A1"
"5385","ENSG00000123684.8","LPGAT1"
"5386","ENSG00000123685.4","BATF3"
"5387","ENSG00000123689.5","G0S2"
"5388","ENSG00000123700.4","KCNJ2"
"5389","ENSG00000123728.5","RAP2C"
"5390","ENSG00000123737.8","EXOSC9"
"5391","ENSG00000123739.6","PLA2G12A"
"5392","ENSG00000123810.3","B9D2"
"5393","ENSG00000123815.7","ADCK4"
"5394","ENSG00000123836.10","PFKFB2"
"5395","ENSG00000123838.6","C4BPA"
"5396","ENSG00000123843.8","C4BPB"
"5397","ENSG00000123892.7","RAB38"
"5398","ENSG00000123901.4","GPR83"
"5399","ENSG00000123908.7","AGO2"
"5400","ENSG00000123933.10","MXD4"
"5401","ENSG00000123975.4","CKS2"
"5402","ENSG00000123977.5","DAW1"
"5403","ENSG00000123983.9","ACSL3"
"5404","ENSG00000123989.9","CHPF"
"5405","ENSG00000123992.14","DNPEP"
"5406","ENSG00000123999.4","INHA"
"5407","ENSG00000124003.9","MOGAT1"
"5408","ENSG00000124006.10","OBSL1"
"5409","ENSG00000124019.9","FAM124B"
"5410","ENSG00000124067.12","SLC12A4"
"5411","ENSG00000124074.7","ENKD1"
"5412","ENSG00000124089.4","MC3R"
"5413","ENSG00000124091.5","GCNT7"
"5414","ENSG00000124092.8","CTCFL"
"5415","ENSG00000124098.9","FAM210B"
"5416","ENSG00000124102.4","PI3"
"5417","ENSG00000124103.8","FAM209A"
"5418","ENSG00000124104.14","SNX21"
"5419","ENSG00000124107.5","SLPI"
"5420","ENSG00000124116.14","WFDC3"
"5421","ENSG00000124120.6","TTPAL"
"5422","ENSG00000124126.9","PREX1"
"5423","ENSG00000124134.4","KCNS1"
"5424","ENSG00000124140.8","SLC12A5"
"5425","ENSG00000124143.6","ARHGAP40"
"5426","ENSG00000124145.5","SDC4"
"5427","ENSG00000124151.14","NCOA3"
"5428","ENSG00000124155.12","PIGT"
"5429","ENSG00000124157.6","SEMG2"
"5430","ENSG00000124159.11","MATN4"
"5431","ENSG00000124160.7","NCOA5"
"5432","ENSG00000124164.11","VAPB"
"5433","ENSG00000124171.4","PARD6B"
"5434","ENSG00000124172.5","ATP5E"
"5435","ENSG00000124177.10","CHD6"
"5436","ENSG00000124181.10","PLCG1"
"5437","ENSG00000124191.13","TOX2"
"5438","ENSG00000124193.10","SRSF6"
"5439","ENSG00000124194.11","GDAP1L1"
"5440","ENSG00000124196.5","GTSF1L"
"5441","ENSG00000124198.8","ARFGEF2"
"5442","ENSG00000124201.10","ZNFX1"
"5443","ENSG00000124203.5","ZNF831"
"5444","ENSG00000124205.11","EDN3"
"5445","ENSG00000124207.12","CSE1L"
"5446","ENSG00000124209.3","RAB22A"
"5447","ENSG00000124212.5","PTGIS"
"5448","ENSG00000124214.15","STAU1"
"5449","ENSG00000124215.12","CDH26"
"5450","ENSG00000124216.3","SNAI1"
"5451","ENSG00000124217.3","MOCS3"
"5452","ENSG00000124222.17","STX16"
"5453","ENSG00000124224.12","PPP4R1L"
"5454","ENSG00000124225.11","PMEPA1"
"5455","ENSG00000124226.7","RNF114"
"5456","ENSG00000124227.4","ANKRD60"
"5457","ENSG00000124228.10","DDX27"
"5458","ENSG00000124232.6","RBPJL"
"5459","ENSG00000124233.10","SEMG1"
"5460","ENSG00000124237.5","C20orf85"
"5461","ENSG00000124243.13","BCAS4"
"5462","ENSG00000124249.5","KCNK15"
"5463","ENSG00000124251.6","TP53TG5"
"5464","ENSG00000124253.9","PCK1"
"5465","ENSG00000124256.10","ZBP1"
"5466","ENSG00000124257.6","NEURL2"
"5467","ENSG00000124260.7","MAGEA10"
"5468","ENSG00000124275.10","MTRR"
"5469","ENSG00000124279.7","FASTKD3"
"5470","ENSG00000124299.9","PEPD"
"5471","ENSG00000124302.8","CHST8"
"5472","ENSG00000124313.8","IQSEC2"
"5473","ENSG00000124333.10","VAMP7"
"5474","ENSG00000124334.12","IL9R"
"5475","ENSG00000124343.8","XG"
"5476","ENSG00000124356.11","STAMBP"
"5477","ENSG00000124357.8","NAGK"
"5478","ENSG00000124370.6","MCEE"
"5479","ENSG00000124374.8","PAIP2B"
"5480","ENSG00000124380.6","SNRNP27"
"5481","ENSG00000124383.4","MPHOSPH10"
"5482","ENSG00000124391.4","IL17C"
"5483","ENSG00000124406.12","ATP8A1"
"5484","ENSG00000124422.7","USP22"
"5485","ENSG00000124429.13","POF1B"
"5486","ENSG00000124440.11","HIF3A"
"5487","ENSG00000124444.11","ZNF576"
"5488","ENSG00000124449.6","IRGC"
"5489","ENSG00000124459.7","ZNF45"
"5490","ENSG00000124466.8","LYPD3"
"5491","ENSG00000124467.14","PSG8"
"5492","ENSG00000124469.6","CEACAM8"
"5493","ENSG00000124479.8","NDP"
"5494","ENSG00000124486.8","USP9X"
"5495","ENSG00000124490.9","CRISP2"
"5496","ENSG00000124491.11","F13A1"
"5497","ENSG00000124493.9","GRM4"
"5498","ENSG00000124496.8","TRERF1"
"5499","ENSG00000124507.6","PACSIN1"
"5500","ENSG00000124508.12","BTN2A2"
"5501","ENSG00000124523.10","SIRT5"
"5502","ENSG00000124529.3","HIST1H4B"
"5503","ENSG00000124532.10","MRS2"
"5504","ENSG00000124535.11","WRNIP1"
"5505","ENSG00000124541.6","RRP36"
"5506","ENSG00000124557.8","BTN1A1"
"5507","ENSG00000124562.5","SNRPC"
"5508","ENSG00000124564.13","SLC17A3"
"5509","ENSG00000124568.6","SLC17A1"
"5510","ENSG00000124570.13","SERPINB6"
"5511","ENSG00000124571.13","XPO5"
"5512","ENSG00000124574.10","ABCC10"
"5513","ENSG00000124575.5","HIST1H1D"
"5514","ENSG00000124578.4","HIST1H4G"
"5515","ENSG00000124587.9","PEX6"
"5516","ENSG00000124588.15","NQO2"
"5517","ENSG00000124593.10","PRICKLE4"
"5518","ENSG00000124596.12","OARD1"
"5519","ENSG00000124602.5","UNC5CL"
"5520","ENSG00000124608.4","AARS2"
"5521","ENSG00000124610.3","HIST1H1A"
"5522","ENSG00000124613.4","ZNF391"
"5523","ENSG00000124614.9","RPS10"
"5524","ENSG00000124615.13","MOCS1"
"5525","ENSG00000124635.7","HIST1H2BJ"
"5526","ENSG00000124641.10","MED20"
"5527","ENSG00000124657.1","OR2B6"
"5528","ENSG00000124659.5","TBCC"
"5529","ENSG00000124664.6","SPDEF"
"5530","ENSG00000124678.13","TCP11"
"5531","ENSG00000124688.9","MAD2L1BP"
"5532","ENSG00000124693.2","HIST1H3B"
"5533","ENSG00000124701.5","APOBEC2"
"5534","ENSG00000124702.13","KLHDC3"
"5535","ENSG00000124713.5","GNMT"
"5536","ENSG00000124721.13","DNAH8"
"5537","ENSG00000124731.8","TREM1"
"5538","ENSG00000124733.3","MEA1"
"5539","ENSG00000124743.5","KLHL31"
"5540","ENSG00000124749.12","COL21A1"
"5541","ENSG00000124762.9","CDKN1A"
"5542","ENSG00000124766.4","SOX4"
"5543","ENSG00000124767.6","GLO1"
"5544","ENSG00000124772.7","CPNE5"
"5545","ENSG00000124780.9","KCNK17"
"5546","ENSG00000124782.15","RREB1"
"5547","ENSG00000124783.8","SSR1"
"5548","ENSG00000124784.4","RIOK1"
"5549","ENSG00000124785.4","NRN1"
"5550","ENSG00000124786.8","SLC35B3"
"5551","ENSG00000124787.9","RPP40"
"5552","ENSG00000124788.13","ATXN1"
"5553","ENSG00000124789.7","NUP153"
"5554","ENSG00000124795.10","DEK"
"5555","ENSG00000124802.7","EEF1E1"
"5556","ENSG00000124812.10","CRISP1"
"5557","ENSG00000124813.16","RUNX2"
"5558","ENSG00000124818.10","OPN5"
"5559","ENSG00000124827.6","GCM2"
"5560","ENSG00000124831.14","LRRFIP1"
"5561","ENSG00000124839.8","RAB17"
"5562","ENSG00000124875.5","CXCL6"
"5563","ENSG00000124882.3","EREG"
"5564","ENSG00000124900.8","TRIM51"
"5565","ENSG00000124920.9","MYRF"
"5566","ENSG00000124935.3","SCGB1D2"
"5567","ENSG00000124939.4","SCGB2A1"
"5568","ENSG00000124942.9","AHNAK"
"5569","ENSG00000125037.8","EMC3"
"5570","ENSG00000125046.10","SSUH2"
"5571","ENSG00000125084.7","WNT1"
"5572","ENSG00000125089.12","SH3TC1"
"5573","ENSG00000125107.12","CNOT1"
"5574","ENSG00000125122.10","LRRC29"
"5575","ENSG00000125124.7","BBS2"
"5576","ENSG00000125144.9","MT1G"
"5577","ENSG00000125148.6","MT2A"
"5578","ENSG00000125149.7","C16orf70"
"5579","ENSG00000125166.8","GOT2"
"5580","ENSG00000125170.6","DOK4"
"5581","ENSG00000125207.3","PIWIL1"
"5582","ENSG00000125245.8","GPR18"
"5583","ENSG00000125246.11","CLYBL"
"5584","ENSG00000125247.11","TMTC4"
"5585","ENSG00000125249.6","RAP2A"
"5586","ENSG00000125255.5","SLC10A2"
"5587","ENSG00000125257.9","ABCC4"
"5588","ENSG00000125266.6","EFNB2"
"5589","ENSG00000125285.4","SOX21"
"5590","ENSG00000125304.8","TM9SF2"
"5591","ENSG00000125319.10","C17orf53"
"5592","ENSG00000125337.12","KIF25"
"5593","ENSG00000125347.9","IRF1"
"5594","ENSG00000125351.6","UPF3B"
"5595","ENSG00000125352.4","RNF113A"
"5596","ENSG00000125354.18","SEPT6"
"5597","ENSG00000125355.11","TMEM255A"
"5598","ENSG00000125356.6","NDUFA1"
"5599","ENSG00000125363.10","AMELX"
"5600","ENSG00000125375.10","ATP5S"
"5601","ENSG00000125378.11","BMP4"
"5602","ENSG00000125384.6","PTGER2"
"5603","ENSG00000125386.10","FAM193A"
"5604","ENSG00000125388.15","GRK4"
"5605","ENSG00000125398.5","SOX9"
"5606","ENSG00000125409.8","TEKT3"
"5607","ENSG00000125414.14","MYH2"
"5608","ENSG00000125430.4","HS3ST3B1"
"5609","ENSG00000125434.6","SLC25A35"
"5610","ENSG00000125445.6","MRPS7"
"5611","ENSG00000125447.12","GGA3"
"5612","ENSG00000125449.2","ARMC7"
"5613","ENSG00000125450.6","NUP85"
"5614","ENSG00000125454.7","SLC25A19"
"5615","ENSG00000125457.9","MIF4GD"
"5616","ENSG00000125458.2","NT5C"
"5617","ENSG00000125459.10","MSTO1"
"5618","ENSG00000125462.12","C1orf61"
"5619","ENSG00000125482.8","TTF1"
"5620","ENSG00000125484.7","GTF3C4"
"5621","ENSG00000125485.13","DDX31"
"5622","ENSG00000125492.5","BARHL1"
"5623","ENSG00000125498.15","KIR2DL1"
"5624","ENSG00000125503.8","PPP1R12C"
"5625","ENSG00000125505.12","MBOAT7"
"5626","ENSG00000125508.3","SRMS"
"5627","ENSG00000125510.11","OPRL1"
"5628","ENSG00000125520.9","SLC2A4RG"
"5629","ENSG00000125522.3","NPBWR2"
"5630","ENSG00000125531.5","C20orf195"
"5631","ENSG00000125533.4","BHLHE23"
"5632","ENSG00000125534.5","PPDPF"
"5633","ENSG00000125538.7","IL1B"
"5634","ENSG00000125551.14","PLGLB2"
"5635","ENSG00000125571.5","IL37"
"5636","ENSG00000125611.11","CHCHD5"
"5637","ENSG00000125618.12","PAX8"
"5638","ENSG00000125629.10","INSIG2"
"5639","ENSG00000125630.11","POLR1B"
"5640","ENSG00000125633.6","CCDC93"
"5641","ENSG00000125637.11","PSD4"
"5642","ENSG00000125648.10","SLC25A23"
"5643","ENSG00000125650.4","PSPN"
"5644","ENSG00000125651.9","GTF2F1"
"5645","ENSG00000125652.3","ALKBH7"
"5646","ENSG00000125656.4","CLPP"
"5647","ENSG00000125657.3","TNFSF9"
"5648","ENSG00000125675.13","GRIA3"
"5649","ENSG00000125676.15","THOC2"
"5650","ENSG00000125686.7","MED1"
"5651","ENSG00000125691.8","RPL23"
"5652","ENSG00000125703.10","ATG4C"
"5653","ENSG00000125726.6","CD70"
"5654","ENSG00000125730.12","C3"
"5655","ENSG00000125731.8","SH2D3A"
"5656","ENSG00000125733.13","TRIP10"
"5657","ENSG00000125734.9","GPR108"
"5658","ENSG00000125735.6","TNFSF14"
"5659","ENSG00000125740.9","FOSB"
"5660","ENSG00000125741.4","OPA3"
"5661","ENSG00000125743.6","SNRPD2"
"5662","ENSG00000125744.7","RTN2"
"5663","ENSG00000125746.10","EML2"
"5664","ENSG00000125753.9","VASP"
"5665","ENSG00000125755.14","SYMPK"
"5666","ENSG00000125772.8","GPCPD1"
"5667","ENSG00000125775.10","SDCBP2"
"5668","ENSG00000125779.17","PANK2"
"5669","ENSG00000125780.11","TGM3"
"5670","ENSG00000125787.7","GNRH2"
"5671","ENSG00000125788.5","DEFB126"
"5672","ENSG00000125798.10","FOXA2"
"5673","ENSG00000125810.9","CD93"
"5674","ENSG00000125812.11","GZF1"
"5675","ENSG00000125813.9","PAX1"
"5676","ENSG00000125814.13","NAPB"
"5677","ENSG00000125815.4","CST8"
"5678","ENSG00000125816.4","NKX2-4"
"5679","ENSG00000125817.7","CENPB"
"5680","ENSG00000125818.13","PSMF1"
"5681","ENSG00000125820.5","NKX2-2"
"5682","ENSG00000125821.7","DTD1"
"5683","ENSG00000125823.8","CSTL1"
"5684","ENSG00000125826.15","RBCK1"
"5685","ENSG00000125827.4","TMX4"
"5686","ENSG00000125831.5","CST11"
"5687","ENSG00000125834.8","STK35"
"5688","ENSG00000125835.13","SNRPB"
"5689","ENSG00000125841.8","NRSN2"
"5690","ENSG00000125843.6","AP5S1"
"5691","ENSG00000125844.11","RRBP1"
"5692","ENSG00000125845.6","BMP2"
"5693","ENSG00000125846.11","ZNF133"
"5694","ENSG00000125848.9","FLRT3"
"5695","ENSG00000125850.6","OVOL2"
"5696","ENSG00000125851.5","PCSK2"
"5697","ENSG00000125861.10","GFRA4"
"5698","ENSG00000125863.13","MKKS"
"5699","ENSG00000125864.7","BFSP1"
"5700","ENSG00000125868.11","DSTN"
"5701","ENSG00000125869.5","LAMP5"
"5702","ENSG00000125870.6","SNRPB2"
"5703","ENSG00000125871.9","MGME1"
"5704","ENSG00000125872.7","LRRN4"
"5705","ENSG00000125875.9","TBC1D20"
"5706","ENSG00000125877.8","ITPA"
"5707","ENSG00000125878.4","TCF15"
"5708","ENSG00000125879.4","OTOR"
"5709","ENSG00000125885.9","MCM8"
"5710","ENSG00000125888.10","BANF2"
"5711","ENSG00000125895.5","TMEM74B"
"5712","ENSG00000125898.8","FAM110A"
"5713","ENSG00000125899.6","C20orf187"
"5714","ENSG00000125900.8","SIRPD"
"5715","ENSG00000125901.5","MRPS26"
"5716","ENSG00000125903.4","DEFB129"
"5717","ENSG00000125910.4","S1PR4"
"5718","ENSG00000125912.6","NCLN"
"5719","ENSG00000125931.6","CITED1"
"5720","ENSG00000125944.14","HNRNPR"
"5721","ENSG00000125945.10","ZNF436"
"5722","ENSG00000125952.14","MAX"
"5723","ENSG00000125962.10","ARMCX5"
"5724","ENSG00000125965.4","GDF5"
"5725","ENSG00000125966.8","MMP24"
"5726","ENSG00000125967.12","NECAB3"
"5727","ENSG00000125968.7","ID1"
"5728","ENSG00000125970.7","RALY"
"5729","ENSG00000125971.12","DYNLRB1"
"5730","ENSG00000125975.9","C20orf173"
"5731","ENSG00000125977.6","EIF2S2"
"5732","ENSG00000125991.14","ERGIC3"
"5733","ENSG00000125995.11","ROMO1"
"5734","ENSG00000125998.7","FAM83C"
"5735","ENSG00000125999.6","BPIFB1"
"5736","ENSG00000126001.11","CEP250"
"5737","ENSG00000126003.6","PLAGL2"
"5738","ENSG00000126010.5","GRPR"
"5739","ENSG00000126012.7","KDM5C"
"5740","ENSG00000126016.9","AMOT"
"5741","ENSG00000126062.3","TMEM115"
"5742","ENSG00000126067.7","PSMB2"
"5743","ENSG00000126070.14","AGO3"
"5744","ENSG00000126088.8","UROD"
"5745","ENSG00000126091.15","ST3GAL3"
"5746","ENSG00000126106.9","TMEM53"
"5747","ENSG00000126107.10","HECTD3"
"5748","ENSG00000126214.16","KLC1"
"5749","ENSG00000126215.9","XRCC3"
"5750","ENSG00000126216.8","TUBGCP3"
"5751","ENSG00000126217.16","MCF2L"
"5752","ENSG00000126218.7","F10"
"5753","ENSG00000126226.17","PCID2"
"5754","ENSG00000126231.9","PROZ"
"5755","ENSG00000126233.1","SLURP1"
"5756","ENSG00000126243.4","LRFN3"
"5757","ENSG00000126246.5","IGFLR1"
"5758","ENSG00000126247.6","CAPNS1"
"5759","ENSG00000126249.3","PDCD2L"
"5760","ENSG00000126251.5","GPR42"
"5761","ENSG00000126254.7","RBM42"
"5762","ENSG00000126259.15","KIRREL2"
"5763","ENSG00000126261.8","UBA2"
"5764","ENSG00000126262.4","FFAR2"
"5765","ENSG00000126264.5","HCST"
"5766","ENSG00000126266.2","FFAR1"
"5767","ENSG00000126267.4","COX6B1"
"5768","ENSG00000126337.9","KRT36"
"5769","ENSG00000126351.8","THRA"
"5770","ENSG00000126353.3","CCR7"
"5771","ENSG00000126368.5","NR1D1"
"5772","ENSG00000126391.9","FRMD8"
"5773","ENSG00000126432.9","PRDX5"
"5774","ENSG00000126453.5","BCL2L12"
"5775","ENSG00000126456.11","IRF3"
"5776","ENSG00000126457.16","PRMT1"
"5777","ENSG00000126458.3","RRAS"
"5778","ENSG00000126460.6","PRRG2"
"5779","ENSG00000126461.10","SCAF1"
"5780","ENSG00000126464.9","PRR12"
"5781","ENSG00000126467.6","TSKS"
"5782","ENSG00000126500.3","FLRT1"
"5783","ENSG00000126522.12","ASL"
"5784","ENSG00000126524.5","SBDS"
"5785","ENSG00000126545.9","CSN1S1"
"5786","ENSG00000126549.5","STATH"
"5787","ENSG00000126550.4","HTN1"
"5788","ENSG00000126561.12","STAT5A"
"5789","ENSG00000126562.12","WNK4"
"5790","ENSG00000126581.8","BECN1"
"5791","ENSG00000126583.6","PRKCG"
"5792","ENSG00000126602.6","TRAP1"
"5793","ENSG00000126603.4","GLIS2"
"5794","ENSG00000126653.11","NSRP1"
"5795","ENSG00000126698.6","DNAJC8"
"5796","ENSG00000126705.9","AHDC1"
"5797","ENSG00000126709.10","IFI6"
"5798","ENSG00000126733.16","DACH2"
"5799","ENSG00000126746.13","ZNF384"
"5800","ENSG00000126749.10","EMG1"
"5801","ENSG00000126752.7","SSX1"
"5802","ENSG00000126756.7","UXT"
"5803","ENSG00000126759.8","CFP"
"5804","ENSG00000126767.13","ELK1"
"5805","ENSG00000126768.8","TIMM17B"
"5806","ENSG00000126773.8","PCNXL4"
"5807","ENSG00000126775.8","ATG14"
"5808","ENSG00000126777.13","KTN1"
"5809","ENSG00000126778.7","SIX1"
"5810","ENSG00000126785.8","RHOJ"
"5811","ENSG00000126787.8","DLGAP5"
"5812","ENSG00000126790.7","L3HYPDH"
"5813","ENSG00000126803.8","HSPA2"
"5814","ENSG00000126804.9","ZBTB1"
"5815","ENSG00000126814.6","TRMT5"
"5816","ENSG00000126821.7","SGPP1"
"5817","ENSG00000126822.11","PLEKHG3"
"5818","ENSG00000126838.5","PZP"
"5819","ENSG00000126856.9","PRDM7"
"5820","ENSG00000126858.12","RHOT1"
"5821","ENSG00000126860.7","EVI2A"
"5822","ENSG00000126861.4","OMG"
"5823","ENSG00000126870.11","WDR60"
"5824","ENSG00000126878.8","AIF1L"
"5825","ENSG00000126882.8","FAM78A"
"5826","ENSG00000126883.12","NUP214"
"5827","ENSG00000126890.13","CTAG2"
"5828","ENSG00000126895.9","AVPR2"
"5829","ENSG00000126903.11","SLC10A3"
"5830","ENSG00000126934.9","MAP2K2"
"5831","ENSG00000126945.8","HNRNPH2"
"5832","ENSG00000126947.7","ARMCX1"
"5833","ENSG00000126950.7","TMEM35"
"5834","ENSG00000126952.12","NXF5"
"5835","ENSG00000126953.5","TIMM8A"
"5836","ENSG00000126970.11","ZC4H2"
"5837","ENSG00000127022.10","CANX"
"5838","ENSG00000127054.14","CPSF3L"
"5839","ENSG00000127074.10","RGS13"
"5840","ENSG00000127080.5","IPPK"
"5841","ENSG00000127081.9","ZNF484"
"5842","ENSG00000127083.7","OMD"
"5843","ENSG00000127084.13","FGD3"
"5844","ENSG00000127124.9","HIVEP3"
"5845","ENSG00000127125.7","PPCS"
"5846","ENSG00000127129.5","EDN2"
"5847","ENSG00000127152.13","BCL11B"
"5848","ENSG00000127184.6","COX7C"
"5849","ENSG00000127191.13","TRAF2"
"5850","ENSG00000127220.5","ABHD8"
"5851","ENSG00000127241.12","MASP1"
"5852","ENSG00000127249.10","ATP13A4"
"5853","ENSG00000127252.4","HRASLS"
"5854","ENSG00000127311.5","HELB"
"5855","ENSG00000127314.13","RAP1B"
"5856","ENSG00000127318.6","IL22"
"5857","ENSG00000127324.4","TSPAN8"
"5858","ENSG00000127325.14","BEST3"
"5859","ENSG00000127328.17","RAB3IP"
"5860","ENSG00000127329.10","PTPRB"
"5861","ENSG00000127334.10","DYRK2"
"5862","ENSG00000127337.2","YEATS4"
"5863","ENSG00000127362.2","TAS2R3"
"5864","ENSG00000127364.2","TAS2R4"
"5865","ENSG00000127366.4","TAS2R5"
"5866","ENSG00000127377.4","CRYGN"
"5867","ENSG00000127399.10","LRRC61"
"5868","ENSG00000127412.2","TRPV5"
"5869","ENSG00000127415.8","IDUA"
"5870","ENSG00000127418.10","FGFRL1"
"5871","ENSG00000127419.12","TMEM175"
"5872","ENSG00000127423.6","AUNIP"
"5873","ENSG00000127445.9","PIN1"
